Дата,UserID,Продукт,Количество,Цена
2024-07-04,3024,Товар D,10,64.14
2024-07-21,7145,Товар C,10,27.67
2024-07-19,5351,Товар B,5,22.32
2024-04-12,2248,Товар A,3,70.95
2024-06-17,7487,Товар E,1,26.32
2024-11-01,3650,Товар A,10,10.54
2023-12-29,6894,Товар A,1,54.88
2024-04-12,5715,Товар A,1,19.27
2024-10-08,5767,Товар E,1,57.75
2023-11-19,2281,Товар D,9,90.84
2023-11-21,2275,Товар A,10,16.67
2023-12-15,7534,Товар D,10,76.41
2024-09-29,5853,Товар C,7,89.8
2024-01-17,8919,Товар B,6,8.97
2023-11-30,5433,Товар D,3,84.45
2024-07-02,2099,Товар D,7,6.81
2024-11-08,1155,Товар C,2,22.53
2024-06-21,7803,Товар A,2,96.58
2024-04-05,2828,Товар E,7,61.56
2024-01-27,8619,Товар C,6,68.51
2024-08-13,9547,Товар E,10,41.64
2024-09-02,2939,Товар B,9,53.42
2024-01-03,2673,Товар C,2,45.89
2024-09-24,5891,Товар D,7,82.72
2023-12-15,8968,Товар B,3,80.74
2024-09-08,6169,Товар D,2,5.5
2024-03-26,9625,Товар C,2,24.14
2024-01-29,9764,Товар A,8,80.65
2024-10-29,7565,Товар A,3,10.69
2024-06-27,3010,Товар C,7,51.13
2024-08-29,3989,Товар A,9,33.08
2024-07-05,6882,Товар D,6,17.52
2024-01-18,1278,Товар A,3,13.71
2024-01-24,3030,Товар E,2,72.28
2024-04-06,5275,Товар B,9,16.61
2024-03-20,9592,Товар D,6,97.59
2023-12-21,8858,Товар D,9,98.18
2024-11-02,3509,Товар D,6,41.47
2024-02-23,2042,Товар E,4,25.2
2024-06-24,3885,Товар D,8,96.72
2024-01-01,8098,Товар C,6,66.92
2024-07-23,2588,Товар C,4,39.59
2023-11-22,1871,Товар B,2,63.83
2024-03-27,4500,Товар A,4,56.6
2024-01-24,8826,Товар A,1,8.09
2024-02-29,3506,Товар A,10,47.97
2024-08-25,6625,Товар B,5,63.97
2024-06-24,4166,Товар B,3,9.17
2024-05-18,4711,Товар A,5,33.11
2024-07-04,5216,Товар B,10,19.03
2024-10-31,5093,Товар A,3,23.52
2024-05-10,8098,Товар A,9,36.57
2024-10-03,7215,Товар A,7,18.17
2024-03-02,1707,Товар A,2,31.4
2024-06-12,7933,Товар E,9,42.31
2024-03-23,8641,Товар B,2,68.34
2024-02-06,7527,Товар B,10,17.98
2024-08-19,6579,Товар C,2,51.91
2024-07-10,1652,Товар E,10,33.73
2024-10-27,4447,Товар E,8,17.75
2024-10-04,8261,Товар A,7,59.33
2024-03-25,5315,Товар D,2,17.72
2024-10-15,8164,Товар A,3,19.02
2024-04-12,7952,Товар B,8,65.19
2024-03-19,1427,Товар C,7,26.06
2024-09-04,4650,Товар C,1,68.31
2024-09-30,4404,Товар B,2,27.97
2023-12-11,1428,Товар B,8,65.28
2024-01-01,1902,Товар C,2,55.97
2024-10-29,9491,Товар D,8,88.79
2024-05-31,9283,Товар D,5,42.5
2024-07-31,6835,Товар A,7,58.98
2024-06-08,3824,Товар B,10,49.05
2024-05-10,2340,Товар A,9,68.26
2024-07-14,6924,Товар B,10,31.73
2024-09-06,4980,Товар D,6,72.42
2023-12-31,8989,Товар B,5,30.51
2024-01-21,4685,Товар E,10,29.2
2024-04-17,5305,Товар C,8,79.27
2023-11-18,4656,Товар E,5,82.08
2024-03-13,1343,Товар A,7,78.95
2024-04-10,5074,Товар C,1,5.67
2024-03-30,8080,Товар B,9,12.25
2023-11-18,7170,Товар A,5,70.41
2024-04-02,1787,Товар B,5,10.43
2024-05-23,7955,Товар C,4,69.37
2024-01-17,6345,Товар B,4,77.93
2024-06-13,8239,Товар E,7,66.96
2024-06-27,7549,Товар E,7,28.82
2024-01-03,2665,Товар E,8,5.06
2024-09-15,6545,Товар D,8,50.34
2023-11-12,8625,Товар C,1,77.62
2024-04-25,7920,Товар C,1,67.93
2024-05-10,2897,Товар C,1,88.73
2024-06-12,2555,Товар C,1,63.03
2024-03-04,3146,Товар D,1,82.09
2024-04-30,7139,Товар A,5,19.93
2024-01-13,7734,Товар E,3,46.6
2024-09-06,2336,Товар C,4,13.6
2024-07-18,8065,Товар B,7,24.52
2024-09-04,8675,Товар C,1,13.81
2024-01-10,2916,Товар E,3,97.24
2024-02-21,5970,Товар E,3,76.77
2024-08-08,2694,Товар B,6,81.24
2024-03-23,7499,Товар C,10,30.04
2024-07-29,8083,Товар E,10,47.55
2024-01-28,9352,Товар B,3,36.49
2024-01-27,2176,Товар C,6,17.51
2024-01-08,2532,Товар E,5,78.47
2024-08-03,6546,Товар C,1,83.13
2024-01-17,5332,Товар B,8,28.2
2024-04-27,8926,Товар D,6,40.95
2024-07-30,4241,Товар B,4,56.58
2024-02-22,6145,Товар E,3,75.57
2024-07-14,5444,Товар E,4,8.15
2024-07-14,8459,Товар D,10,68.96
2024-09-06,8365,Товар B,1,69.52
2024-07-14,7189,Товар C,8,34.59
2024-03-31,3898,Товар C,6,38.49
2024-11-07,7772,Товар A,2,7.09
2024-06-09,5434,Товар C,3,93.2
2024-06-17,4858,Товар B,8,81.64
2024-07-22,5136,Товар C,4,11.74
2024-03-17,5377,Товар B,5,86.83
2024-07-17,7747,Товар D,7,85.94
2024-08-07,9221,Товар A,7,60.7
2024-03-04,7193,Товар A,10,97.17
2024-04-05,3108,Товар A,1,63.59
2024-05-20,7660,Товар D,3,13.01
2024-01-13,6210,Товар A,10,38.44
2024-06-02,4497,Товар D,2,42.68
2024-03-01,3888,Товар D,2,64.66
2024-05-26,7559,Товар B,1,96.82
2024-04-04,5677,Товар A,8,77.44
2024-03-06,9725,Товар E,9,5.43
2024-05-12,9923,Товар A,8,19.33
2024-10-31,2203,Товар A,10,34.91
2024-03-02,7120,Товар D,4,62.83
2024-09-03,1280,Товар B,10,70.07
2024-11-02,6598,Товар A,1,53.34
2024-01-26,9823,Товар D,8,51.17
2024-02-10,4265,Товар C,4,24.45
2024-08-02,6335,Товар D,1,84.88
2024-04-26,9827,Товар A,2,34.63
2024-01-19,4006,Товар D,10,69.57
2024-09-23,6178,Товар D,9,57.76
2024-05-19,2754,Товар C,7,23.13
2024-04-03,1719,Товар D,5,31.49
2023-11-25,2095,Товар B,8,69.65
2024-02-11,3426,Товар D,8,30.41
2024-07-22,7386,Товар E,8,28.41
2024-01-05,9645,Товар C,3,79.74
2024-07-04,9654,Товар D,2,62.65
2024-07-17,5646,Товар B,5,85.72
2024-04-29,5133,Товар A,4,37.57
2024-01-30,7262,Товар B,4,84.88
2024-10-25,7992,Товар D,7,23.37
2024-06-25,8305,Товар A,6,37.0
2024-05-27,4459,Товар B,7,15.82
2023-12-17,3452,Товар D,2,69.29
2023-11-21,5350,Товар A,3,22.15
2023-11-21,6119,Товар C,6,83.66
2024-02-22,2802,Товар E,10,27.36
2024-03-27,1360,Товар D,4,6.49
2024-06-22,1508,Товар D,2,56.8
2024-09-09,8265,Товар A,3,62.68
2024-09-04,2911,Товар C,10,35.46
2024-01-12,1793,Товар B,2,30.3
2024-10-16,3570,Товар A,6,33.57
2024-07-28,9129,Товар C,4,72.76
2024-07-01,5196,Товар D,8,98.26
2024-01-28,3596,Товар D,10,7.08
2024-02-17,2937,Товар C,9,18.53
2024-06-08,6631,Товар D,2,59.51
2023-12-11,6956,Товар C,5,47.63
2024-05-25,3103,Товар A,6,15.96
2023-11-11,5882,Товар D,7,26.28
2024-09-27,2352,Товар B,5,32.34
2024-05-21,3970,Товар D,10,92.07
2023-11-10,9924,Товар E,1,40.57
2024-02-20,6038,Товар C,8,22.34
2024-08-29,2767,Товар A,8,19.91
2024-03-12,4135,Товар C,8,55.64
2024-05-30,3701,Товар E,8,29.58
2024-08-12,3269,Товар B,5,11.54
2024-09-29,8369,Товар E,1,69.22
2024-04-17,7593,Товар B,5,62.17
2024-07-10,4760,Товар D,6,26.28
2024-07-06,2088,Товар E,6,96.79
2024-05-08,9278,Товар A,8,92.13
2023-12-31,6730,Товар D,2,9.13
2023-12-05,6878,Товар E,4,95.87
2024-08-17,3159,Товар A,10,13.3
2024-02-26,9727,Товар D,10,95.23
2024-08-21,9609,Товар A,4,38.55
2023-12-03,3691,Товар E,2,57.38
2024-04-11,1335,Товар A,4,24.3
2024-05-30,3273,Товар C,8,75.75
2024-07-21,4771,Товар C,8,47.02
2024-04-22,9983,Товар C,2,49.68
2024-06-13,6056,Товар B,7,84.99
2024-01-12,5433,Товар B,3,24.13
2024-05-25,6245,Товар C,10,7.84
2023-12-16,7139,Товар A,6,86.86
2024-01-03,5551,Товар C,5,25.11
2024-04-26,6743,Товар B,2,47.56
2024-02-28,5969,Товар B,1,95.77
2024-07-15,7711,Товар D,2,86.52
2024-04-05,2409,Товар A,10,54.73
2024-10-15,9318,Товар D,7,5.46
2023-12-11,9264,Товар A,10,66.78
2024-08-11,9893,Товар E,8,18.7
2024-09-14,3106,Товар E,1,94.77
2024-09-29,5922,Товар A,8,72.95
2023-12-10,2334,Товар B,3,49.68
2024-08-05,6135,Товар A,10,63.33
2024-09-11,6570,Товар C,10,95.34
2024-10-19,5208,Товар D,6,91.81
2024-10-05,2791,Товар D,7,83.94
2024-08-25,6130,Товар B,8,41.13
2024-01-19,2756,Товар E,5,74.89
2024-07-14,8269,Товар D,6,51.63
2023-11-12,3773,Товар E,3,94.3
2024-08-30,8678,Товар D,3,65.95
2024-01-01,8752,Товар A,6,54.43
2024-02-05,6243,Товар C,3,85.83
2023-11-17,3938,Товар A,1,80.96
2024-10-21,3024,Товар E,7,9.18
2024-09-24,7936,Товар C,3,64.53
2024-10-31,1020,Товар A,2,46.69
2024-11-09,6929,Товар B,5,97.91
2023-12-04,3234,Товар A,8,98.83
2024-06-26,8167,Товар C,10,8.65
2024-11-03,1781,Товар A,10,38.96
2024-05-23,1492,Товар C,6,17.12
2024-11-08,8942,Товар D,1,48.24
2023-12-01,7777,Товар E,9,75.21
2023-11-23,5398,Товар D,5,90.28
2024-07-25,5397,Товар C,3,97.22
2024-10-14,8115,Товар D,2,81.58
2024-04-05,3368,Товар B,2,62.42
2024-02-12,2348,Товар E,9,43.62
2024-01-02,5156,Товар A,4,6.14
2024-01-06,6751,Товар A,5,47.62
2024-10-07,9363,Товар B,9,70.91
2024-07-09,1301,Товар C,7,82.29
2024-06-21,9439,Товар E,7,16.71
2023-12-18,9137,Товар C,7,99.24
2024-02-08,1837,Товар E,9,53.32
2024-10-15,3388,Товар B,3,10.01
2023-12-11,7326,Товар E,1,35.56
2023-12-13,8937,Товар A,6,57.25
2024-03-30,3752,Товар C,9,44.07
2024-03-01,4561,Товар A,6,41.89
2024-03-20,6075,Товар E,9,33.18
2024-02-22,9432,Товар C,1,86.1
2023-12-18,7856,Товар B,10,8.15
2024-05-18,6182,Товар D,6,69.38
2024-08-06,7790,Товар D,3,65.23
2024-08-05,8862,Товар A,4,99.49
2024-10-13,8783,Товар E,5,33.65
2024-03-28,6673,Товар E,9,27.2
2024-02-04,4255,Товар C,5,35.7
2024-09-10,7896,Товар A,2,34.33
2024-03-20,8054,Товар D,8,39.25
2023-12-20,9732,Товар E,4,57.1
2024-09-23,1412,Товар E,5,10.13
2024-10-24,7414,Товар C,9,95.0
2024-10-14,2504,Товар D,7,84.49
2024-07-09,3309,Товар C,9,6.75
2024-10-29,1177,Товар C,9,26.05
2023-12-02,7291,Товар C,4,91.0
2024-06-18,1744,Товар A,2,36.61
2024-05-31,3053,Товар A,5,30.29
2023-12-21,8023,Товар E,7,92.26
2024-07-30,1915,Товар A,2,88.84
2023-12-21,7951,Товар B,6,14.01
2023-11-22,1416,Товар E,9,38.54
2024-10-19,9695,Товар E,1,84.18
2024-08-13,2024,Товар D,1,23.55
2024-03-10,5938,Товар E,6,31.56
2024-08-02,8525,Товар D,3,30.75
2024-04-24,8430,Товар B,6,51.29
2024-04-04,9814,Товар B,10,21.27
2024-03-10,3355,Товар C,10,47.59
2024-01-18,3654,Товар E,3,75.11
2024-08-22,2489,Товар B,4,70.25
2024-03-24,4840,Товар B,2,47.08
2024-10-08,1841,Товар A,4,14.2
2024-04-06,9748,Товар B,2,6.28
2024-09-21,8180,Товар D,2,21.43
2024-05-05,9421,Товар D,1,45.88
2024-09-01,2413,Товар C,7,67.77
2024-10-01,2775,Товар C,6,19.36
2024-09-17,9683,Товар C,9,67.97
2024-02-05,9129,Товар D,6,82.58
2024-10-01,6092,Товар A,3,50.21
2024-04-11,7060,Товар E,9,54.56
2024-07-24,2466,Товар B,8,78.26
2024-07-17,7925,Товар D,1,66.74
2024-01-30,1594,Товар E,10,59.01
2024-01-26,1248,Товар A,2,9.39
2024-04-23,2357,Товар C,7,42.16
2024-03-11,4183,Товар C,3,73.13
2024-02-23,5274,Товар B,6,64.95
2024-01-26,6438,Товар A,6,32.87
2024-08-08,7181,Товар D,3,54.87
2024-02-19,6659,Товар C,5,74.51
2024-05-31,9632,Товар D,9,82.6
2023-12-20,5370,Товар D,9,26.77
2024-04-07,1148,Товар E,3,56.26
2024-08-02,9748,Товар D,6,31.22
2024-01-25,7632,Товар D,3,10.89
2024-04-29,2533,Товар A,5,22.04
2024-04-04,6452,Товар B,3,29.53
2024-09-18,8087,Товар B,8,32.47
2024-08-10,3121,Товар D,10,81.93
2024-08-08,9751,Товар A,5,60.46
2024-05-09,1929,Товар E,4,29.41
2024-04-18,7350,Товар D,6,30.23
2024-04-09,2455,Товар E,3,83.3
2024-08-11,4718,Товар D,5,63.61
2023-12-20,9104,Товар C,3,83.68
2023-12-28,5321,Товар B,5,11.1
2024-02-04,5951,Товар B,1,26.8
2024-05-22,6038,Товар B,1,76.12
2024-07-11,8808,Товар C,4,92.25
2024-03-05,8338,Товар A,5,19.3
2024-10-30,8154,Товар B,7,78.35
2024-06-23,3812,Товар A,3,52.25
2023-11-28,2331,Товар B,9,50.25
2023-12-23,8059,Товар E,9,55.52
2024-03-08,3793,Товар E,2,22.22
2024-09-23,7500,Товар E,1,24.57
2024-04-13,2939,Товар D,10,16.42
2024-06-19,3544,Товар B,8,80.96
